Nombre,Genero,Fecha de lanzamiento,Duracion,Director,Productora cinematografica,Presupuesto,Recaudacion,Ratings,Reviews
Kung Fu Panda: Secrets of the Scroll,"['Animation', 'Family', 'Comedy']",2016-01-05,23,,DreamWorks Animation,0,0,6.8,[]
I'm Not Ashamed,['Drama'],2016-10-21,113,,Visible Pictures,1500000,2100000,7.214,[]
Raw,"['Drama', 'Horror']",2016-11-11,99,,Wild Bunch,3500000,4100000,7.054,[]
Sully,"['Drama', 'History']",2016-09-07,96,,Malpaso Productions,60000000,240797623,7.18,[]
The Ten Commandments: The Movie,['Drama'],2016-01-28,120,,Downtown Filmes,39307171,37070177,7.2,[]
How to Be Single,"['Comedy', 'Romance']",2016-02-08,110,,New Line Cinema,38000000,112343513,6.247,[]
The Nice Guys,"['Comedy', 'Crime', 'Action']",2016-05-15,116,,Silver Pictures,50000000,62800000,7.112,[]
The Shallows,"['Horror', 'Drama', 'Thriller']",2016-06-24,86,,Columbia Pictures,17000000,119100000,6.35,[]
The Wailing,"['Horror', 'Mystery']",2016-05-12,156,,Fox International Productions,10951000,49851770,7.333,[]
Don't Kill It,"['Fantasy', 'Horror']",2016-08-27,93,,Bottom Line Entertainment,3500000,0,6.0,[]
Justice League vs. Teen Titans,"['Science Fiction', 'Action', 'Animation', 'Adventure', 'Comedy']",2016-03-26,78,,DC Comics,0,0,7.287,[]
Mine,"['War', 'Thriller']",2016-10-06,107,,Eagle Pictures,0,1600000,6.575,[]
Pelé: Birth of a Legend,['Drama'],2016-05-06,107,,Zohar International,0,27312,7.386,[]
Moonlight,['Drama'],2016-10-21,111,,A24,4000000,65046687,7.393,[]
Bridget Jones's Baby,"['Comedy', 'Romance']",2016-09-14,123,,Universal Pictures,35000000,212000000,6.418,[]
Grimsby,"['Action', 'Comedy']",2016-02-24,83,,Columbia Pictures,35000000,28000000,5.941,[]
Young Mother 4,['Romance'],2016-04-28,83,,,0,0,4.2,[]
Ouija: Origin of Evil,['Horror'],2016-10-20,99,,Platinum Dunes,9000000,81700000,6.122,[]
Batman: The Killing Joke,"['Action', 'Animation', 'Crime', 'Drama']",2016-07-24,77,,Warner Bros. Animation,3500000,3775000,6.6,[]
The Edge of Seventeen,"['Comedy', 'Drama']",2016-11-18,105,,Tang Media Productions,9000000,18803648,7.167,[]
Young Mother: The Original,"['Drama', 'Romance']",2016-06-23,85,,Golden Tide Pictures,0,0,5.5,[]
Criminal,"['Action', 'Crime', 'Science Fiction']",2016-04-07,113,,BenderSpink,31500000,14708696,6.179,[]
Swiss Army Man,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Adventure']",2016-06-24,97,,BlackBird,3000000,4900000,6.922,[]
The Girl on the Train,"['Thriller', 'Mystery', 'Drama', 'Crime']",2016-10-05,112,,Reliance Entertainment,45000000,173200000,6.433,[]
Assassin's Creed,"['Action', 'Adventure', 'Science Fiction']",2016-12-21,116,,New Regency Pictures,125000000,240697856,5.42,[]
A Monster Calls,"['Drama', 'Fantasy']",2016-10-07,108,,River Road Entertainment,43000000,47309313,7.266,[]
They Call Me Jeeg,"['Drama', 'Action', 'Comedy']",2016-02-25,112,,Goon Films,1900000,0,7.4,[]
Manchester by the Sea,['Drama'],2016-11-18,138,,Pearl Street Films,9000000,78988148,7.545,[]
A Street Cat Named Bob,"['Family', 'Drama']",2016-11-04,103,,Iris Productions,8000000,17900000,7.921,[]
Race,"['Drama', 'History']",2016-02-19,134,,Trinity Race,5000000,24804129,7.258,[]
Sex Doll,"['Drama', 'Thriller', 'Mystery']",2016-12-07,102,,Wild Bunch,0,0,5.775,[]
God's Not Dead 2,"['Drama', 'Fantasy']",2016-04-01,121,,Pure Flix Entertainment,5000000,23507567,6.138,[]
Bastille Day,['Action'],2016-04-22,92,,StudioCanal,20000000,14397593,6.301,[]
Ride Along 2,"['Action', 'Comedy']",2016-01-14,102,,Reel Chefs Catering,40000000,124827316,6.3,[]
Sherlock: The Abominable Bride,"['Crime', 'Drama', 'Mystery', 'TV Movie']",2016-01-01,90,,BBC,0,0,7.863,[]
The Girl with All the Gifts,"['Action', 'Horror', 'Science Fiction']",2016-09-23,110,,Altitude Film Entertainment,5005600,0,6.534,[]
X-Rated 2: The Greatest Adult Stars of All-Time,['Documentary'],2016-10-28,95,,Showtime Networks,0,0,6.7,[]
Allied,"['Action', 'Drama', 'War', 'Romance', 'Thriller']",2016-11-17,124,,Paramount,85000000,119520023,6.8,[]
Hacker,"['Crime', 'Drama', 'Thriller']",2016-09-15,95,,Sataifilm,2000000,11239,6.235,[]
Silence,"['Drama', 'History']",2016-12-22,161,,Waypoint Entertainment,46000000,23737523,7.122,[]
Kill Command,"['Action', 'Horror', 'Science Fiction', 'Thriller']",2016-05-13,99,,Bandito,0,0,5.588,[]
Triple 9,"['Action', 'Crime', 'Adventure', 'Thriller']",2016-02-19,115,,Surefire Capital,20000000,12639297,5.963,[]
Fences,['Drama'],2016-12-16,139,,Paramount,24000000,64400000,6.878,[]
Green Room,"['Horror', 'Crime', 'Thriller']",2016-04-15,95,,filmscience,5000000,3769214,6.717,[]
Science Fiction Volume One: The Osiris Child,['Science Fiction'],2016-02-17,95,,Eclectik Vision,0,0,5.568,[]
The Mermaid,"['Comedy', 'Fantasy', 'Romance']",2016-02-08,93,,China Film Group Corporation,60720000,553810228,6.493,[]
Spectral,"['Science Fiction', 'Thriller', 'Action']",2016-12-09,109,,Mid Atlantic Films,70000000,0,6.439,[]
Barbie: Spy Squad,"['Action', 'Animation', 'Family']",2016-01-15,75,,Mattel,0,0,6.962,[]
Hell or High Water,"['Western', 'Crime', 'Drama']",2016-08-11,102,,Sidney Kimmel Entertainment,12000000,37600000,7.302,[]
The Moment You Fall in Love,"['Drama', 'Animation', 'Romance', 'Comedy']",2016-12-17,63,,Qualia Animation,0,0,7.6,[]
Don't Hang Up,"['Horror', 'Thriller']",2016-10-22,83,,Wild Spark,0,0,6.188,[]
The Forest,"['Horror', 'Thriller', 'Mystery']",2016-01-07,95,,Lava Bear,10000000,37608299,5.218,[]
Lights Out,"['Horror', 'Thriller', 'Mystery']",2016-07-21,81,,Warner Bros. Pictures,4900000,148868835,6.34,[]
"Crouching Tiger, Hidden Dragon: Sword of Destiny","['Action', 'Adventure', 'Drama']",2016-02-18,103,,The Weinstein Company,20000000,0,6.123,[]
"Tiger, Blood in the Mouth",['Drama'],2016-08-25,97,,Cactus Cine,0,77451,4.464,[]
Throne of Elves,"['Fantasy', 'Animation', 'Family']",2016-07-31,90,,Mili Pictures,0,3916195,7.6,[]
The Devil's Mistress,"['Drama', 'History', 'Romance']",2016-01-21,111,,Nogup,0,0,6.0,[]
The Monkey King 2,"['Action', 'Adventure', 'Fantasy']",2016-01-22,120,,Filmko Pictures,68490000,193677158,5.9,[]
The Choice,"['Drama', 'Romance']",2016-02-04,111,,Lionsgate,10000000,18730891,7.2,[]
Panfilov's 28 Men,"['History', 'Action', 'Drama', 'War']",2016-11-24,105,,Gaijin Entertainment,0,0,6.948,[]
Lion,['Drama'],2016-11-24,118,,The Weinstein Company,12000000,140312928,8.081,[]
Rocco,['Documentary'],2016-11-30,105,,Program 33,0,0,5.6,[]
Sing Street,"['Romance', 'Drama', 'Music']",2016-03-11,106,,Cosmo Film,4000000,13624522,7.873,[]
LEGO Scooby-Doo! Haunted Hollywood,"['Animation', 'Family', 'Comedy', 'Mystery']",2016-01-28,75,,Warner Bros. Animation,0,0,7.435,[]
My Neighbor's Wife,"['Romance', 'Drama']",2016-07-28,80,,,0,0,3.0,[]
Rock Dog,"['Adventure', 'Animation', 'Comedy', 'Family', 'Music']",2016-07-08,90,,Dream Factory Group,60000000,23300000,6.183,[]
The Boy,"['Horror', 'Thriller', 'Mystery']",2016-01-22,97,,Lakeshore Entertainment,10000000,73929392,5.948,[]
It's Only the End of the World,['Drama'],2016-08-26,98,,Téléfilm Canada,10000000,9231823,7.23,[]
"Hail, Caesar!","['Comedy', 'Crime', 'Mystery']",2016-02-05,106,,Universal Pictures,22000000,63647656,5.9,[]
Born in China,['Documentary'],2016-08-12,76,,Disneynature,0,0,7.3,[]
LEGO DC Comics Super Heroes: Justice League: Cosmic Clash,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",2016-02-16,78,,Warner Bros. Animation,0,0,6.4,[]
My Friend's Mom,['Romance'],2016-11-12,78,,,0,0,3.8,[]
The Siege of Jadotville,"['War', 'Drama', 'Thriller']",2016-09-19,108,,Parallel Films,0,0,7.12,[]
Moana,"['Adventure', 'Comedy', 'Family', 'Animation']",2016-10-13,107,,Walt Disney Pictures,150000000,690860472,7.568,[]
Anthropoid,"['History', 'Thriller', 'War']",2016-08-12,120,,22h22,0,4600000,7.099,[]
Yu-Gi-Oh!: The Dark Side of Dimensions,"['Adventure', 'Animation']",2016-04-23,130,,Konami,0,1015339,7.6,[]
Loving,"['Drama', 'Romance']",2016-11-04,123,,Big Beach,9000000,8996802,6.696,[]
The Invitation,"['Thriller', 'Horror']",2016-04-08,100,,XYZ Films,1000000,354835,6.471,[]
Monolith,"['Drama', 'Thriller']",2016-05-12,81,,Sky Italia,0,0,5.3,[]
Collide,"['Thriller', 'Action']",2016-06-10,98,,Silver Pictures,21500000,6817535,5.536,[]
Fallen,"['Drama', 'Fantasy', 'Romance']",2016-11-10,91,,Apex Entertainment,0,0,6.117,[]
Bad Moms,['Comedy'],2016-07-28,100,,STXfilms,20000000,183936074,6.502,[]
Monster Trucks,"['Action', 'Comedy', 'Science Fiction']",2016-12-21,104,,Nickelodeon Movies,125000000,64493915,6.076,[]
Almost Christmas,"['Comedy', 'Drama']",2016-11-11,111,,Will Packer Productions,17000000,42487325,5.944,[]
Nine Lives,"['Fantasy', 'Comedy', 'Family']",2016-08-03,87,,Fundamental Films,30000000,57814445,5.73,[]
Greater,"['Family', 'Drama']",2016-08-26,130,,,0,0,6.969,[]
Bad Santa 2,"['Comedy', 'Crime', 'Drama', 'Mystery']",2016-11-23,92,,Ingenious Media,26000000,24100000,5.395,[]
When the Bough Breaks,"['Mystery', 'Thriller', 'Drama', 'Horror']",2016-09-09,97,,Unique Features,10000000,30658387,5.845,[]
EP/Executive Protection,['Action'],2016-10-04,0,,Sector 4,250000,0,2.4,[]
The Finest Hours,"['Action', 'Drama', 'History', 'Thriller']",2016-01-27,117,,Red Hawk Entertainment,80000000,52099090,6.587,[]
Flight Crew,['Action'],2016-04-21,138,,VGTRK,10000000,27305571,6.988,[]
Curve,"['Thriller', 'Horror']",2016-06-10,10,,Lodestone films,0,0,7.127,[]
Mr. Right,"['Comedy', 'Action', 'Romance', 'Crime']",2016-02-29,95,,Circle of Confusion,8000000,34694,6.483,[]
Eddie the Eagle,"['Comedy', 'Drama', 'History', 'Adventure']",2016-02-25,106,,Studio Babelsberg,23000000,46152411,7.18,[]
Perfect Strangers,"['Comedy', 'Drama']",2016-02-11,97,,Medusa Film,0,31640626,7.868,[]
Dangal,"['Drama', 'Family', 'Comedy', 'Action']",2016-12-21,161,,Aamir Khan Productions,10400000,311000000,7.9,[]
Hunt for the Wilderpeople,"['Adventure', 'Comedy', 'Drama']",2016-03-31,101,,Defender Films,2500000,23900000,7.683,[]
USS Indianapolis: Men of Courage,"['Action', 'War']",2016-09-22,128,,Union Patriot Capital Management,40000000,2158568,5.896,[]
Hands of Stone,['Drama'],2016-08-26,105,,La Piedra Films,20000000,0,6.5,[]
In This Corner of the World,"['Drama', 'Animation', 'Romance', 'War', 'History']",2016-11-12,130,,GENCO,0,19496308,7.989,[]
Shockwave: Countdown to Disaster,"['Action', 'Science Fiction', 'Adventure', 'Thriller']",2017-09-02,90,,,0,0,5.711,[]
xXx: Return of Xander Cage,"['Action', 'Adventure', 'Crime']",2017-01-13,107,,Rox Productions,85000000,346100000,6.137,[]
Blade Runner 2049,"['Science Fiction', 'Drama']",2017-10-04,164,,Alcon Entertainment,150000000,259239658,7.55,[]
Coco,"['Family', 'Animation', 'Fantasy', 'Music', 'Comedy', 'Adventure']",2017-10-27,105,,Pixar,175000000,800500000,8.216,[]
John Wick: Chapter 2,"['Action', 'Thriller', 'Crime']",2017-02-08,122,,Thunder Road,40000000,171539887,7.324,[]
Spider-Man: Homecoming,"['Action', 'Adventure', 'Science Fiction', 'Drama']",2017-07-05,133,,Marvel Studios,175000000,880166924,7.34,[]
Below Her Mouth,"['Drama', 'Romance']",2017-02-10,92,,Serendipity Point Films,0,33673,6.796,[]
Cars 3,"['Animation', 'Adventure', 'Comedy', 'Family']",2017-06-15,102,,Pixar,175000000,383925276,6.853,[]
Thor: Ragnarok,"['Action', 'Adventure', 'Science Fiction']",2017-10-02,131,,Marvel Studios,180000000,855301806,7.593,[]
The Dark Tower,"['Fantasy', 'Action', 'Science Fiction']",2017-08-03,95,,Columbia Pictures,60000000,113231078,5.678,[]
Beauty and the Beast,"['Family', 'Fantasy', 'Romance']",2017-03-16,129,,Walt Disney Pictures,160000000,1266115964,6.967,[]
Split,"['Horror', 'Thriller']",2017-01-19,117,,Universal Pictures,9000000,278454358,7.338,[]
Justice League,"['Action', 'Adventure', 'Science Fiction']",2017-11-15,120,,RatPac Entertainment,300000000,657926987,6.094,[]
Fifty Shades Darker,"['Drama', 'Romance']",2017-02-08,118,,Universal Pictures,55000000,378800000,6.493,[]
Going in Style,"['Crime', 'Comedy']",2017-04-06,96,,Village Roadshow Pictures,25000000,84618541,6.698,[]
Call Me by Your Name,"['Romance', 'Drama']",2017-09-01,132,,La Cinéfacture,4000000,43143046,8.2,[]
Valerian and the City of a Thousand Planets,"['Adventure', 'Science Fiction', 'Action']",2017-07-20,136,,Belga Films,177200000,225973340,6.6,[]
Pirates of the Caribbean: Dead Men Tell No Tales,"['Adventure', 'Action', 'Fantasy']",2017-05-23,128,,Walt Disney Pictures,230000000,795900000,6.647,[]
Wonder Woman,"['Action', 'Adventure', 'Fantasy']",2017-05-30,141,,Atlas Entertainment,149000000,822854286,7.2,[]
Guardians of the Galaxy Vol. 2,"['Science Fiction', 'Adventure', 'Action']",2017-04-19,137,,Marvel Studios,200000000,863756051,7.6,[]
Star Wars: The Last Jedi,"['Adventure', 'Action', 'Science Fiction']",2017-12-13,152,,Lucasfilm Ltd.,200000000,1332698830,6.816,[]
The Fate of the Furious,"['Action', 'Crime', 'Thriller']",2017-04-12,136,,Original Film,250000000,1236000000,6.885,[]
Kong: Skull Island,"['Action', 'Adventure', 'Fantasy']",2017-03-08,118,,Legendary Pictures,185000000,566652812,6.518,[]
It,['Horror'],2017-09-06,135,,New Line Cinema,40000000,701800000,7.242,[]
King Arthur: Legend of the Sword,"['Action', 'Drama', 'Fantasy']",2017-05-10,126,,Village Roadshow Pictures,175000000,148700000,6.543,[]
To Her,"['Drama', 'Romance']",2017-02-28,90,,,0,0,6.429,[]
Don't Sleep,"['Horror', 'Thriller']",2017-09-29,101,,MiNDS i CiNEMA,0,0,5.306,[]
Alien: Covenant,"['Science Fiction', 'Horror', 'Mystery']",2017-05-09,122,,Scott Free Productions,97000000,240891763,6.095,[]
Baywatch,"['Comedy', 'Action', 'Crime']",2017-05-25,116,,Uncharted,69000000,177856751,6.093,[]
The Healer,"['Family', 'Drama', 'Comedy']",2017-02-17,113,,Topsail Entertainment,0,0,7.165,[]
Kingsman: The Golden Circle,"['Action', 'Adventure', 'Comedy']",2017-09-20,141,,20th Century Fox,104000000,410900000,6.969,[]
Transformers: The Last Knight,"['Action', 'Adventure', 'Science Fiction']",2017-06-16,154,,Paramount,217000000,605400000,6.055,[]
Wonder,"['Drama', 'Family']",2017-11-13,113,,Lionsgate,20000000,305900000,8.1,[]
Annabelle: Creation,"['Horror', 'Mystery', 'Thriller']",2017-08-03,110,,Atomic Monster,15000000,306500000,6.595,[]
Logan,"['Action', 'Drama', 'Science Fiction']",2017-02-28,137,,Hutch Parker Entertainment,97000000,619021436,7.818,[]
Get Out,"['Mystery', 'Thriller', 'Horror']",2017-02-24,104,,Monkeypaw Productions,4500000,255407969,7.617,[]
War for the Planet of the Apes,"['Drama', 'Science Fiction', 'War']",2017-07-11,140,,20th Century Fox,150000000,490719763,7.166,[]
Jai Lava Kusa,"['Action', 'Thriller']",2017-09-21,150,,N. T. R. Arts,0,0,6.69,[]
Daddy's Home 2,['Comedy'],2017-11-09,100,,Red Granite Pictures,69000000,180613180,6.287,[]
Security,"['Action', 'Thriller', 'Crime']",2017-03-04,87,,Nu Boyana Film Studios,15000000,0,6.27,[]
Sniper: Ultimate Kill,['Action'],2017-10-03,93,,Mandalay Pictures,0,0,6.482,[]
Geostorm,"['Action', 'Science Fiction', 'Thriller']",2017-10-12,109,,Twisted Media,120000000,221600160,6.109,[]
What Happened to Monday,"['Science Fiction', 'Thriller', 'Drama', 'Mystery', 'Action']",2017-08-18,123,,Nexus Factory,20000000,27975429,7.166,[]
Despicable Me 3,"['Action', 'Animation', 'Comedy', 'Family', 'Adventure']",2017-06-15,90,,Illumination,80000000,1031600000,6.454,[]
The Shack,"['Drama', 'Fantasy']",2017-03-03,132,,Summit Entertainment,20000000,96942115,7.504,[]
Paddington 2,"['Adventure', 'Comedy', 'Family']",2017-11-09,104,,Heyday Films,40000000,227300000,7.5,[]
Tom and Jerry: Willy Wonka and the Chocolate Factory,"['Family', 'Animation', 'Adventure', 'Comedy']",2017-06-28,79,,Warner Bros. Animation,0,0,6.581,[]
Baby Driver,"['Action', 'Crime']",2017-06-28,113,,Big Talk Productions,34000000,226945087,7.449,[]
El Camino Christmas,"['Comedy', 'Crime', 'Drama']",2017-12-08,97,,Goldenlight Films,0,0,5.608,[]
Jumanji: Welcome to the Jungle,"['Adventure', 'Comedy', 'Fantasy']",2017-12-09,119,,Matt Tolmach Productions,90000000,995339117,6.826,[]
Jigsaw,"['Horror', 'Mystery', 'Thriller']",2017-10-25,92,,Twisted Pictures,10000000,103000000,6.2,[]
The Ritual,"['Horror', 'Thriller', 'Mystery']",2017-10-11,94,,Entertainment One,1000000,1786396,6.224,[]
The Greatest Showman,['Drama'],2017-12-20,105,,Chernin Entertainment,84000000,432844677,7.905,[]
Happy Death Day,"['Horror', 'Mystery', 'Comedy']",2017-10-12,97,,Vesuvius Productions,4800000,125500000,6.637,[]
Ghost in the Shell,"['Science Fiction', 'Drama', 'Action']",2017-03-29,107,,Weying Galaxy Entertainment,110000000,169801921,6.065,[]
LEGO Frozen Northern Lights,"['Animation', 'Family']",2017-01-05,22,,LEGO,0,0,6.6,[]
Murder on the Orient Express,"['Mystery', 'Drama', 'Crime']",2017-11-03,114,,The Mark Gordon Company,55000000,352800000,6.71,[]
Life,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']",2017-03-22,104,,Columbia Pictures,58000000,100541806,6.431,[]
Along with the Gods: The Two Worlds,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Thriller', 'Mystery']",2017-12-20,139,,Lotte Entertainment,18300000,125983972,8.105,[]
Descendants 2,"['Family', 'Music', 'Fantasy', 'TV Movie', 'Adventure', 'Action', 'Romance']",2017-07-21,111,,"Bad Angels Productions, Ltd.",0,0,7.4,[]
Colossal,"['Drama', 'Fantasy', 'Science Fiction']",2017-04-06,109,,Toy Fight Productions,0,3029287,6.298,[]
Gifted,"['Drama', 'Comedy']",2017-04-12,101,,Grade A Entertainment,7000000,40300000,8.042,[]
From Straight A's to XXX,"['Drama', 'TV Movie']",2017-02-11,87,,Sepia Films,0,0,5.891,[]
The Lego Batman Movie,"['Animation', 'Action', 'Comedy', 'Family']",2017-02-08,104,,Lin Pictures,80000000,311950384,7.229,[]
Smurfs: The Lost Village,"['Family', 'Adventure', 'Animation', 'Comedy']",2017-03-23,89,,Kerner Entertainment Company,60000000,197183546,6.3,[]
The Invisible Guest,"['Drama', 'Mystery', 'Thriller']",2017-01-06,107,,Think Studio,4000000,30000000,8.123,[]
Resident Evil: Vendetta,"['Animation', 'Horror', 'Adventure', 'Action', 'Science Fiction']",2017-05-27,97,,CAPCOM,0,0,6.904,[]
Godzilla: Planet of the Monsters,"['Animation', 'Action', 'Science Fiction']",2017-11-17,89,,Polygon Pictures,0,0,6.313,[]
The Shape of Water,"['Drama', 'Fantasy', 'Romance']",2017-12-01,123,,Double Dare You Productions,19500000,195333312,7.248,[]
The Killing of a Sacred Deer,"['Drama', 'Thriller', 'Mystery']",2017-10-20,121,,Element Pictures,3000000,10700000,7.016,[]
The Foreigner,"['Action', 'Thriller']",2017-09-28,113,,Sparkle Roll Media,35000000,145374099,7.0,[]
Cult of Chucky,"['Horror', 'Thriller']",2017-10-12,91,,Universal 1440 Entertainment,6500000,2200000,5.781,[]
Jeepers Creepers 3,"['Horror', 'Mystery', 'Thriller']",2017-09-26,100,,Scoundrel Media,6200000,4017852,4.9,[]
Mother's Job,"['Romance', 'Drama']",2017-07-27,79,,,0,0,4.8,[]
Power Rangers,"['Action', 'Adventure', 'Science Fiction']",2017-03-23,124,,Lionsgate,105000000,142300000,6.271,[]
Olaf's Frozen Adventure,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",2017-10-27,22,,Walt Disney Pictures,0,0,6.448,[]
mother!,"['Drama', 'Thriller', 'Horror']",2017-09-13,121,,Paramount,30000000,44516999,6.973,[]
The Emoji Movie,"['Animation', 'Family', 'Comedy']",2017-07-23,86,,Columbia Pictures,50000000,216909830,5.476,[]
Dunkirk,"['War', 'Action', 'Drama']",2017-07-19,107,,Warner Bros. Pictures,150000000,527000000,7.455,[]
The Mummy,"['Fantasy', 'Thriller', 'Action', 'Adventure', 'Horror']",2017-06-06,110,,Secret Hideout,125000000,409231607,5.509,[]
Lady Bird,"['Drama', 'Comedy']",2017-09-01,94,,IAC Films,10000000,78966486,7.27,[]
The Hunter's Prayer,"['Action', 'Thriller']",2017-06-08,91,,Maple Leaf Films,17000000,0,5.718,[]
Wind River,"['Crime', 'Drama', 'Mystery', 'Thriller']",2017-08-03,107,,Savvy Media Holdings,11000000,44998252,7.431,[]
Pokémon the Movie: I Choose You!,"['Family', 'Animation', 'Adventure', 'Fantasy']",2017-07-15,98,,OLM,0,37552144,7.035,[]
Molly's Game,"['Drama', 'Crime']",2017-12-07,140,,Entertainment One,30000000,59284015,7.149,[]
A Dog's Purpose,"['Adventure', 'Comedy', 'Fantasy', 'Family', 'Drama']",2017-01-19,100,,Amblin Entertainment,22000000,205000000,7.62,[]
The Hitman's Bodyguard,"['Action', 'Comedy']",2017-08-16,118,,Campbell Grobman Films,30000000,176586701,6.892,[]
Ferdinand,"['Animation', 'Family', 'Adventure', 'Comedy']",2017-12-09,108,,Blue Sky Studios,111000000,295038508,7.218,[]
The Outlaws,"['Action', 'Crime', 'Thriller']",2017-10-03,121,,Hong Film,5900000,53000000,7.792,[]
Rough Night,"['Drama', 'Comedy']",2017-06-15,101,,Columbia Pictures,20000000,45056771,5.7,[]
After Porn Ends 2,['Documentary'],2017-03-28,90,,Karbonshark,500000,0,5.3,[]
The Star,"['Comedy', 'Adventure', 'Family', 'Fantasy', 'Animation']",2017-11-15,86,,Franklin Entertainment,10000000,0,6.331,[]
Captain Underpants: The First Epic Movie,"['Action', 'Animation', 'Comedy', 'Family']",2017-06-01,89,,DreamWorks Animation,38000000,125427681,6.229,[]
Revenge,"['Action', 'Horror', 'Drama']",2017-01-25,109,,M.E.S. Productions,2900000,938055,6.432,[]
American Made,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",2017-08-18,115,,Universal Pictures,50000000,133511855,6.87,[]
Diary of a Wimpy Kid: The Long Haul,"['Comedy', 'Family']",2017-05-19,91,,20th Century Fox,22000000,40120144,5.324,[]
Trolls Holiday,"['Adventure', 'Animation', 'Family', 'Fantasy']",2017-11-01,26,,NBC,0,0,6.708,[]
"Tad, the Lost Explorer, and the Secret of King Midas","['Animation', 'Adventure', 'Comedy', 'Family']",2017-03-25,85,,4 Cats Pictures,10778400,34156960,6.7,[]
Atomic Blonde,"['Action', 'Thriller']",2017-07-26,115,,Focus Features,30000000,100014025,6.412,[]
Covet: Island of Desire,['Romance'],2017-05-04,81,,,0,0,4.9,[]
Shot Caller,"['Crime', 'Drama', 'Thriller']",2017-07-13,121,,DirecTV,0,0,6.931,[]
Overdrive,"['Thriller', 'Action', 'Mystery']",2017-06-16,93,,uMedia,28210303,11247280,6.076,[]
Pornocracy: The New Sex Multinationals,['Documentary'],2017-03-12,77,,Magnéto Presse,0,0,6.7,[]
Only the Brave,"['Drama', 'Action']",2017-09-22,133,,di Bonaventura Pictures,38000000,25754775,7.397,[]
"I, Tonya","['Drama', 'Comedy']",2017-12-08,120,,LuckyChap Entertainment,11000000,53900000,7.499,[]
Logan Lucky,"['Comedy', 'Crime', 'Action', 'Drama']",2017-08-17,118,,Fingerprint Releasing,29000000,48453605,6.73,[]
Good Time,"['Crime', 'Thriller']",2017-08-11,102,,Elara Pictures,0,3283369,7.204,[]
The Man with the Iron Heart,"['War', 'Action', 'History', 'Thriller']",2017-05-25,120,,Red Crown Productions,32679734,4412639,6.557,[]
Phantom Thread,"['Drama', 'Romance']",2017-12-25,130,,Focus Features,35000000,47756590,7.303,[]
Papillon,['Drama'],2017-09-07,134,,Red Granite Pictures,0,10060903,7.342,[]
Woody Woodpecker,"['Comedy', 'Family', 'Animation']",2017-10-05,91,,Universal Pictures,10000000,0,6.647,[]
Mommy Dead and Dearest,"['Crime', 'Documentary']",2017-03-11,82,,HBO Documentary Films,0,0,7.404,[]
Rings,['Horror'],2017-02-01,102,,Paramount,25000000,83080890,4.965,[]
A Cure for Wellness,"['Horror', 'Mystery', 'Science Fiction']",2017-02-15,146,,Studio Babelsberg,40000000,26620002,6.333,[]
Day of the Dead: Bloodline,"['Action', 'Horror']",2017-12-29,90,,Nu Boyana Film Studios,8000000,0,4.663,[]
The Post,"['Drama', 'History']",2017-12-22,116,,20th Century Fox,50000000,179769467,6.998,[]
The Book of Henry,"['Drama', 'Crime', 'Thriller']",2017-06-16,105,,Sidney Kimmel Entertainment,10000000,4596705,7.53,[]
Skins,"['Drama', 'Comedy']",2017-06-09,78,,Pokeepsie Films,0,0,6.441,[]
Amityville: The Awakening,"['Thriller', 'Horror']",2017-06-30,87,,Blumhouse Productions,12000000,8500000,5.331,[]
The Ash Lad: In the Hall of the Mountain King,"['Adventure', 'Fantasy']",2017-09-29,100,,Subotica,0,4522950,6.811,[]
The Nut Job 2: Nutty by Nature,"['Animation', 'Family', 'Adventure', 'Comedy']",2017-08-11,91,,GulfStream Pictures,40000000,65100000,6.0,[]
Sword Art Online: The Movie – Ordinal Scale,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Romance', 'Science Fiction']",2017-02-18,119,,A-1 Pictures,0,20725409,7.737,[]
Forgotten,"['Thriller', 'Mystery', 'Crime']",2017-11-29,108,,BA Entertainment,0,9968972,7.975,[]
How to Be a Latin Lover,['Comedy'],2017-03-06,115,,Pantelion Films,0,26251899,6.932,[]
A Bad Moms Christmas,['Comedy'],2017-08-04,104,,STXfilms,28000000,130560428,6.324,[]
Palm Swings,"['Comedy', 'Drama', 'Romance']",2017-10-03,95,,Code Blue Pictures,0,0,6.4,[]
Family Reconstruction,"['Romance', 'Drama']",2017-02-14,75,,,0,0,5.2,[]
Pitch Perfect 3,"['Comedy', 'Music']",2017-12-20,93,,Gold Circle Films,45000000,184724494,6.535,[]
American Assassin,"['Action', 'Thriller']",2017-09-14,112,,TIK Films,33000000,67200000,6.397,[]
Kill 'em All,"['Action', 'Crime']",2017-06-06,96,,March On Productions,0,0,5.1,[]
The Man Who Invented Christmas,"['Drama', 'History', 'Comedy', 'Family']",2017-10-12,105,,Rhombus Media,17000000,8100000,6.855,[]
The Babysitter,"['Comedy', 'Horror']",2017-10-13,85,,Wonderland Sound and Vision,0,0,6.122,[]
